,imLoc,jVel,jPos,eeVel,eePos,cPos
93,/images/episode_0/run_0/step_93.jpg,"-0.10077476501464844,0.31264305114746094,0.07271289825439453,0.3196430206298828,0.006871223449707031,0.009818077087402344,0.046482086181640625","0.2263643741607666,0.8619204759597778,-0.3883037567138672,-1.73828125,-0.6839921474456787,-0.2197413444519043,1.236422061920166","-0.056074898689985275,0.7981376051902771,0.04968377947807312","-0.01190386712551117,-0.09190201759338379,-0.10210931301116943,0.009035403840243816,-0.003228010842576623,-0.004494206514209509","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
94,/images/episode_0/run_0/step_94.jpg,"-0.10075569152832031,0.2857637405395508,0.08611679077148438,0.33348560333251953,-0.006957054138183594,0.02753734588623047,0.049228668212890625","0.22132658958435059,0.8762086629867554,-0.38399791717529297,-1.721606969833374,-0.6843400001525879,-0.21836447715759277,1.2388834953308105","-0.05614139139652252,0.793268084526062,0.04608745872974396","-0.001329854130744934,-0.09739041328430176,-0.07192641496658325,-0.015893245115876198,0.005879507400095463,-0.0002623085747472942","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
95,/images/episode_0/run_0/step_95.jpg,"-0.11064529418945312,0.2740478515625,0.09684562683105469,0.34605979919433594,-0.018453598022460938,0.039691925048828125,0.050673484802246094","0.21579432487487793,0.8899110555648804,-0.37915563583374023,-1.7043039798736572,-0.6852626800537109,-0.21637988090515137,1.2414171695709229","-0.05672091990709305,0.7881121635437012,0.04272615909576416","-0.011590570211410522,-0.1031184196472168,-0.06722599267959595,-0.029289359226822853,0.017044678330421448,-0.005061813164502382","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
96,/images/episode_0/run_0/step_96.jpg,"-0.1192617416381836,0.26705265045166016,0.10597705841064453,0.35796642303466797,-0.026984214782714844,0.05030632019042969,0.05194664001464844","0.20983123779296875,0.9032636880874634,-0.373856782913208,-1.6864056587219238,-0.6866118907928467,-0.21386456489562988,1.2440145015716553","-0.05725044384598732,0.7827104926109314,0.039626672863960266","-0.010590478777885437,-0.10803341865539551,-0.06198972463607788,-0.04157231003046036,0.009311932139098644,0.0006753131165169179","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
97,/images/episode_0/run_0/step_97.jpg,"-0.12384891510009766,0.2633476257324219,0.11181831359863281,0.3702354431152344,-0.03261089324951172,0.05692005157470703,0.052242279052734375","0.20363879203796387,0.9164310693740845,-0.36826586723327637,-1.667893886566162,-0.6882424354553223,-0.21101856231689453,1.246626615524292","-0.057694509625434875,0.7769435048103333,0.03662481904029846","-0.00888131558895111,-0.11533975601196289,-0.060037076473236084,-0.05253782868385315,0.00652276910841465,0.00481866579502821","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
98,/images/episode_0/run_0/step_98.jpg,"-0.12469291687011719,0.2635812759399414,0.11065959930419922,0.3774738311767578,-0.03273487091064453,0.055785179138183594,0.050411224365234375","0.197404146194458,0.9296101331710815,-0.3627328872680664,-1.6490201950073242,-0.6898791790008545,-0.20822930335998535,1.2491471767425537","-0.05815210938453674,0.7710809707641602,0.03374481201171875","-0.009151995182037354,-0.11725068092346191,-0.05760014057159424,-0.06058676540851593,0.010938702151179314,0.001543194055557251","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
99,/images/episode_0/run_0/step_99.jpg,"-0.11752128601074219,0.2737712860107422,0.09607791900634766,0.38094043731689453,-0.020761489868164062,0.03870964050292969,0.045723915100097656","0.1915280818939209,0.9432986974716187,-0.357928991317749,-1.6299731731414795,-0.6909172534942627,-0.20629382133483887,1.2514333724975586","-0.05876109376549721,0.7652284502983093,0.030956462025642395","-0.01217968761920929,-0.1170504093170166,-0.0557669997215271,-0.07149192690849304,0.007325370796024799,0.008032911457121372","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
100,/images/episode_0/run_1/step_0.jpg,"-3.757166862487793,-33.14925765991211,7.132863998413086,-9.664673805236816,13.773646354675293,25.105743408203125,-25.060319900512695","0.0,-0.6981316804885864,0.0,-2.094395160675049,0.0,1.0471975803375244,0.0","-0.0006733164191246033,1.2079477310180664,0.4820529818534851","1.1821190118789673,8.977167129516602,9.090339660644531,0.855941116809845,4.023003101348877,6.971685886383057","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
101,/images/episode_0/run_1/step_1.jpg,"-0.06464481353759766,0.15942096710205078,0.0991964340209961,-0.006694793701171875,-0.04039764404296875,-0.39635181427001953,0.08972644805908203","-0.003232240676879883,-0.6901606321334839,0.004959821701049805,-2.094395160675049,-0.0020198822021484375,1.0273799896240234,0.0044863224029541016","-0.0003233402967453003,1.2020792961120605,0.48283371329307556","0.006983131170272827,-0.11654853820800781,0.011881589889526367,-0.2480006068944931,0.05341791361570358,-0.07311069965362549","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
102,/images/episode_0/run_1/step_2.jpg,"-0.07321357727050781,0.19262313842773438,0.11019706726074219,-0.0047779083251953125,-0.04483222961425781,-0.4210090637207031,0.10205745697021484","-0.0068929195404052734,-0.6805294752120972,0.010469675064086914,-2.094395160675049,-0.004261493682861328,1.0063295364379883,0.009589195251464844","0.00010144710540771484,1.1961663961410522,0.4834372401237488","0.008459985256195068,-0.11765003204345703,0.009365081787109375,-0.22242458164691925,0.047927647829055786,-0.0682668685913086","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
103,/images/episode_0/run_1/step_3.jpg,"-0.07512569427490234,0.20617961883544922,0.1107168197631836,-0.0026035308837890625,-0.045680999755859375,-0.4021883010864258,0.10485649108886719","-0.01064920425415039,-0.6702204942703247,0.016005516052246094,-2.094395160675049,-0.006545543670654297,0.986220121383667,0.014832019805908203","0.0005090795457363129,1.190334439277649,0.4836985468864441","0.008112937211990356,-0.11627435684204102,0.003731846809387207,-0.1935969591140747,0.04338750243186951,-0.06763318181037903","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
104,/images/episode_0/run_1/step_4.jpg,"-0.07686614990234375,0.21873950958251953,0.11144638061523438,-0.0015306472778320312,-0.046029090881347656,-0.38451671600341797,0.10764122009277344","-0.014492511749267578,-0.6592835187911987,0.021577835083007812,-2.094395160675049,-0.00884699821472168,0.9669942855834961,0.020214080810546875","0.0009020231664180756,1.184564471244812,0.48359203338623047","0.007822439074516296,-0.11515617370605469,-0.0030213594436645508,-0.16502662003040314,0.04212621599435806,-0.06939621269702911","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
105,/images/episode_0/run_1/step_5.jpg,"-0.07858753204345703,0.23019790649414062,0.11219501495361328,-0.000934600830078125,-0.046787261962890625,-0.36818504333496094,0.11029720306396484","-0.01842188835144043,-0.6477736234664917,0.027187585830688477,-2.094395160675049,-0.011186361312866211,0.948585033416748,0.025728940963745117","0.0013021975755691528,1.1788568496704102,0.48312753438949585","0.007964000105857849,-0.11398077011108398,-0.009849071502685547,-0.1377313733100891,0.036665886640548706,-0.06762949377298355","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
106,/images/episode_0/run_1/step_6.jpg,"-0.08030891418457031,0.24052143096923828,0.11321544647216797,-0.0005769729614257812,-0.047760009765625,-0.353240966796875,0.11309146881103516","-0.022437334060668945,-0.6357475519180298,0.032848358154296875,-2.094395160675049,-0.013574361801147461,0.9309229850769043,0.031383514404296875","0.001709960401058197,1.173201322555542,0.4823218882083893","0.008116289973258972,-0.11296987533569336,-0.016466379165649414,-0.11308033764362335,0.0335710234940052,-0.06694574654102325","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
107,/images/episode_0/run_1/step_7.jpg,"-0.08218765258789062,0.24991512298583984,0.11446952819824219,-0.000400543212890625,-0.049300193786621094,-0.33959388732910156,0.11601448059082031","-0.026546716690063477,-0.6232517957687378,0.038571834564208984,-2.094395160675049,-0.016039371490478516,0.9139432907104492,0.03718423843383789","0.002112295478582382,1.1676021814346313,0.48119500279426575","0.008009001612663269,-0.11184930801391602,-0.022785067558288574,-0.09034182131290436,0.02992909774184227,-0.06610510498285294","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
108,/images/episode_0/run_1/step_8.jpg,"-0.08417129516601562,0.25855064392089844,0.11586666107177734,-0.00036716461181640625,-0.050911903381347656,-0.3271913528442383,0.11904239654541016","-0.030755281448364258,-0.6103242635726929,0.04436516761779785,-2.094395160675049,-0.0185849666595459,0.8975837230682373,0.0431363582611084","0.002486433833837509,1.1620512008666992,0.47975337505340576","0.007442831993103027,-0.1108860969543457,-0.0290602445602417,-0.06949572265148163,0.027943912893533707,-0.06722766906023026","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
109,/images/episode_0/run_1/step_9.jpg,"-0.08582592010498047,0.266265869140625,0.117340087890625,-0.00026226043701171875,-0.05260467529296875,-0.31601428985595703,0.1220560073852539","-0.03504657745361328,-0.5970109701156616,0.0502321720123291,-2.094395160675049,-0.021215200424194336,0.8817830085754395,0.049239158630371094","0.0028676837682724,1.1565529108047485,0.47802552580833435","0.007587820291519165,-0.10983943939208984,-0.0347292423248291,-0.051123421639204025,0.025259457528591156,-0.06633668392896652","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
110,/images/episode_0/run_1/step_10.jpg,"-0.08776187896728516,0.2733612060546875,0.11898040771484375,-0.00025272369384765625,-0.05492687225341797,-0.30594348907470703,0.1252603530883789","-0.03943467140197754,-0.5833429098129272,0.05618119239807129,-2.094395160675049,-0.023961544036865234,0.8664858341217041,0.05550217628479004","0.003225725144147873,1.151103138923645,0.4760179817676544","0.00712469220161438,-0.10886430740356445,-0.0402987003326416,-0.03413951396942139,0.02279766835272312,-0.06639805436134338","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
111,/images/episode_0/run_1/step_11.jpg,"-0.08965015411376953,0.2798271179199219,0.12073040008544922,-0.00024318695068359375,-0.05740642547607422,-0.29691219329833984,0.1285552978515625","-0.043917179107666016,-0.5693515539169312,0.06221771240234375,-2.094395160675049,-0.026831865310668945,0.8516402244567871,0.061929941177368164","0.003564096987247467,1.1457018852233887,0.47374802827835083","0.006728023290634155,-0.107879638671875,-0.045549869537353516,-0.018913399428129196,0.02064993605017662,-0.06654096394777298","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
112,/images/episode_0/run_1/step_12.jpg,"-0.0914764404296875,0.28566837310791016,0.12256145477294922,-0.00023365020751953125,-0.060296058654785156,-0.2888679504394531,0.13197898864746094","-0.04849100112915039,-0.5550681352615356,0.06834578514099121,-2.094395160675049,-0.029846668243408203,0.8371968269348145,0.06852889060974121","0.0038889460265636444,1.1403496265411377,0.4712301790714264","0.006461963057518005,-0.1069021224975586,-0.05048811435699463,-0.0053672026842832565,0.01880466192960739,-0.06636282801628113","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
113,/images/episode_0/run_1/step_13.jpg,"-0.09337425231933594,0.2910280227661133,0.1244974136352539,-0.0002002716064453125,-0.06350994110107422,-0.2817392349243164,0.13559818267822266","-0.05315971374511719,-0.54051673412323,0.0745706558227539,-2.094395160675049,-0.033022165298461914,0.8231098651885986,0.07530879974365234","0.00419260561466217,1.1350444555282593,0.4684758186340332","0.006044954061508179,-0.10595560073852539,-0.05520164966583252,0.006776999216526747,0.016877179965376854,-0.06625495105981827","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
114,/images/episode_0/run_1/step_14.jpg,"-0.09531021118164062,0.29595375061035156,0.1265096664428711,-0.00021457672119140625,-0.066986083984375,-0.27541160583496094,0.13942241668701172","-0.05792522430419922,-0.5257190465927124,0.08089613914489746,-2.094395160675049,-0.036371469497680664,0.8093392848968506,0.08227992057800293","0.004471905529499054,1.1297892332077026,0.4655001759529114","0.005548372864723206,-0.1049494743347168,-0.059638023376464844,0.01769240014255047,0.01536170206964016,-0.0665426105260849","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
115,/images/episode_0/run_1/step_15.jpg,"-0.09718894958496094,0.3004312515258789,0.12858867645263672,-0.00020503997802734375,-0.07085323333740234,-0.2698659896850586,0.14340877532958984","-0.06278467178344727,-0.5106974840164185,0.0873255729675293,-2.094395160675049,-0.03991413116455078,0.7958459854125977,0.08945035934448242","0.004731036722660065,1.1245808601379395,0.4623107314109802","0.005143582820892334,-0.1040029525756836,-0.06389260292053223,0.027310410514473915,0.013716206885874271,-0.06639944016933441","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
116,/images/episode_0/run_1/step_16.jpg,"-0.09909629821777344,0.30455589294433594,0.13077735900878906,-0.000209808349609375,-0.07509231567382812,-0.26504039764404297,0.14763832092285156","-0.06773948669433594,-0.49546968936920166,0.09386444091796875,-2.094395160675049,-0.04366874694824219,0.7825939655303955,0.096832275390625","0.0049694254994392395,1.119423747062683,0.45892417430877686","0.004733428359031677,-0.10297298431396484,-0.06784319877624512,0.035804085433483124,0.012297315523028374,-0.06629947572946548","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
117,/images/episode_0/run_1/step_17.jpg,"-0.10104656219482422,0.3083610534667969,0.13304710388183594,-0.0002002716064453125,-0.0798654556274414,-0.26084423065185547,0.1521778106689453","-0.07279181480407715,-0.4800516366958618,0.10051679611206055,-2.094395160675049,-0.04766201972961426,0.7695517539978027,0.10444116592407227","0.005180098116397858,1.1143159866333008,0.4553470015525818","0.004183650016784668,-0.10198116302490234,-0.07164239883422852,0.043280571699142456,0.011018892750144005,-0.06632424145936966","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
118,/images/episode_0/run_1/step_18.jpg,"-0.1029825210571289,0.31188488006591797,0.1353597640991211,-0.00018596649169921875,-0.08498191833496094,-0.25726318359375,0.1569652557373047","-0.0779409408569336,-0.4644573926925659,0.1072847843170166,-2.094395160675049,-0.051911115646362305,0.7566885948181152,0.1122894287109375","0.005366761237382889,1.1092593669891357,0.451589435338974","0.0036979466676712036,-0.10096073150634766,-0.07523238658905029,0.04986628517508507,0.009921352379024029,-0.06634704768657684","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
119,/images/episode_0/run_1/step_19.jpg,"-0.1049041748046875,0.3151273727416992,0.13778209686279297,-0.0002002716064453125,-0.09060859680175781,-0.2541923522949219,0.16208171844482422","-0.08318614959716797,-0.44870102405548096,0.11417388916015625,-2.094395160675049,-0.056441545486450195,0.7439789772033691,0.12039351463317871","0.005527999252080917,1.1042540073394775,0.44766223430633545","0.0031973421573638916,-0.09993314743041992,-0.07863819599151611,0.0555381253361702,0.008776146918535233,-0.06615466624498367","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
120,/images/episode_0/run_1/step_20.jpg,"-0.1068735122680664,0.318145751953125,0.1402425765991211,-0.00019550323486328125,-0.09668350219726562,-0.25162220001220703,0.16758441925048828","-0.08852982521057129,-0.4327937364578247,0.1211860179901123,-2.094395160675049,-0.06127572059631348,0.7313978672027588,0.12877273559570312","0.005664937198162079,1.0993016958236694,0.4435730278491974","0.002709329128265381,-0.09886503219604492,-0.08187532424926758,0.060477159917354584,0.007815604098141193,-0.06608277559280396","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
121,/images/episode_0/run_1/step_21.jpg,"-0.10884761810302734,0.3209543228149414,0.1427459716796875,-0.00019550323486328125,-0.1033782958984375,-0.249481201171875,0.1734781265258789","-0.09397220611572266,-0.41674602031707764,0.12832331657409668,-2.094395160675049,-0.06644463539123535,0.718923807144165,0.13744664192199707","0.00577477365732193,1.0944015979766846,0.4393293261528015","0.0021638721227645874,-0.09781122207641602,-0.08495450019836426,0.06464134156703949,0.006870829965919256,-0.0659068301320076","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
122,/images/episode_0/run_1/step_22.jpg,"-0.11080741882324219,0.3235816955566406,0.14535903930664062,-0.00019073486328125,-0.11059761047363281,-0.24773597717285156,0.17983436584472656","-0.09951257705688477,-0.4005669355392456,0.1355912685394287,-2.094395160675049,-0.07197451591491699,0.7065370082855225,0.1464383602142334","0.00585927814245224,1.089556336402893,0.434939444065094","0.0016624480485916138,-0.09671688079833984,-0.0878751277923584,0.06815679371356964,0.006129136774688959,-0.06577982753515244","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
123,/images/episode_0/run_1/step_23.jpg,"-0.11278629302978516,0.3260660171508789,0.14795780181884766,-0.0001811981201171875,-0.11852741241455078,-0.2463388442993164,0.18668174743652344","-0.10515189170837402,-0.38426363468170166,0.1429891586303711,-2.094395160675049,-0.07790088653564453,0.6942200660705566,0.15577244758605957","0.005916200578212738,1.0847667455673218,0.43041133880615234","0.0011104345321655273,-0.09560346603393555,-0.09062767028808594,0.07105284184217453,0.005333236884325743,-0.06554671376943588","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
124,/images/episode_0/run_1/step_24.jpg,"-0.11468887329101562,0.32837867736816406,0.15060901641845703,-0.00016689300537109375,-0.1270914077758789,-0.24528026580810547,0.194091796875","-0.1108863353729248,-0.36784470081329346,0.15051960945129395,-2.094395160675049,-0.08425545692443848,0.6819560527801514,0.16547703742980957","0.005947396159172058,1.0800302028656006,0.42574840784072876","0.0005980581045150757,-0.0945281982421875,-0.09331226348876953,0.07337941974401474,0.00474923849105835,-0.06534745544195175","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
125,/images/episode_0/run_1/step_25.jpg,"-0.11656761169433594,0.3305959701538086,0.15325069427490234,0.00029087066650390625,-0.1364755630493164,-0.24447917938232422,0.2021026611328125","-0.1167147159576416,-0.351314902305603,0.15818214416503906,-2.094395160675049,-0.0910792350769043,0.6697320938110352,0.1755821704864502","0.005950544029474258,1.0753521919250488,0.42096108198165894","5.804002285003662e-05,-0.09348154067993164,-0.09554386138916016,0.07472304999828339,0.004118866752833128,-0.06499776989221573","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
126,/images/episode_0/run_1/step_26.jpg,"-0.11838436126708984,0.33272266387939453,0.15587806701660156,0.000972747802734375,-0.14659881591796875,-0.2438497543334961,0.21080970764160156","-0.1226339340209961,-0.3346787691116333,0.16597604751586914,-2.094395160675049,-0.09840917587280273,0.6575396060943604,0.18612265586853027","0.005927741527557373,1.0707323551177979,0.416052907705307","-0.0004337728023529053,-0.09250402450561523,-0.09757101535797119,0.07546132802963257,0.003631187602877617,-0.0647367388010025","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
127,/images/episode_0/run_1/step_27.jpg,"-0.120086669921875,0.33480167388916016,0.1585102081298828,0.0013256072998046875,-0.15770435333251953,-0.24333477020263672,0.2202463150024414","-0.12863826751708984,-0.3179386854171753,0.17390155792236328,-2.094395160675049,-0.10629439353942871,0.6453728675842285,0.19713497161865234","0.005877256393432617,1.066169023513794,0.41102689504623413","-0.0009707361459732056,-0.09148120880126953,-0.09975016117095947,0.07613757997751236,0.0031224775593727827,-0.06430936604738235","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
128,/images/episode_0/run_1/step_28.jpg,"-0.12166500091552734,0.3368091583251953,0.16105175018310547,0.0014781951904296875,-0.1697063446044922,-0.2429342269897461,0.23052215576171875","-0.1347215175628662,-0.3010982275009155,0.18195414543151855,-2.094395160675049,-0.11477971076965332,0.6332261562347412,0.20866107940673828","0.0058022141456604,1.0616685152053833,0.4058905243873596","-0.00145643949508667,-0.09028434753417969,-0.10186135768890381,0.07669851928949356,0.002802774542942643,-0.06395445019006729","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
129,/images/episode_0/run_1/step_29.jpg,"-0.12305736541748047,0.3387737274169922,0.16346454620361328,0.00152587890625,-0.18285274505615234,-0.24267196655273438,0.24170875549316406","-0.14087438583374023,-0.2841595411300659,0.19012737274169922,-2.094395160675049,-0.12392234802246094,0.6210925579071045,0.22074651718139648","0.005699194967746735,1.0572267770767212,0.4006459712982178","-0.0019987672567367554,-0.08914947509765625,-0.10400950908660889,0.0769517719745636,0.0024092805106192827,-0.06348730623722076","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
130,/images/episode_0/run_1/step_30.jpg,"-0.12418746948242188,0.3407096862792969,0.16568660736083984,0.0015163421630859375,-0.19711971282958984,-0.24248600006103516,0.25391101837158203","-0.14708375930786133,-0.2671240568161011,0.1984117031097412,-2.094395160675049,-0.13377833366394043,0.6089682579040527,0.23344206809997559","0.005571689456701279,1.0528473854064941,0.3953015208244324","-0.0024978816509246826,-0.08791208267211914,-0.10602235794067383,0.07691271603107452,0.002229535486549139,-0.0630732923746109","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
131,/images/episode_0/run_1/step_31.jpg,"-0.12499809265136719,0.34259796142578125,0.1676321029663086,0.0014972686767578125,-0.21270751953125,-0.2423858642578125,0.26720523834228516","-0.1533336639404297,-0.249994158744812,0.20679330825805664,-2.094395160675049,-0.14441370964050293,0.5968489646911621,0.24680233001708984","0.005417533218860626,1.048529863357544,0.3898595869541168","-0.003024488687515259,-0.08669376373291016,-0.10798096656799316,0.07650042325258255,0.0019779473077505827,-0.06250743567943573","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
132,/images/episode_0/run_1/step_32.jpg,"-0.12539386749267578,0.3444862365722656,0.16923904418945312,0.0014400482177734375,-0.22960186004638672,-0.2423095703125,0.28168678283691406","-0.15960335731506348,-0.23276984691619873,0.2152552604675293,-2.094395160675049,-0.15589380264282227,0.5847334861755371,0.26088666915893555","0.005239676684141159,1.0442743301391602,0.3843267858028412","-0.0034984946250915527,-0.08545398712158203,-0.10984063148498535,0.07577967643737793,0.001913987216539681,-0.06194014102220535","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
133,/images/episode_0/run_1/step_33.jpg,"-0.12527942657470703,0.34636497497558594,0.17035484313964844,0.0013828277587890625,-0.24806499481201172,-0.24219512939453125,0.2975130081176758","-0.16586732864379883,-0.21545159816741943,0.22377300262451172,-2.094395160675049,-0.16829705238342285,0.5726237297058105,0.27576231956481934","0.005036402493715286,1.040083885192871,0.3787092864513397","-0.004005208611488342,-0.08416891098022461,-0.11156797409057617,0.07472088187932968,0.0017953047063201666,-0.061259180307388306","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
134,/images/episode_0/run_1/step_34.jpg,"-0.12449264526367188,0.3482627868652344,0.17089366912841797,0.0013256072998046875,-0.268096923828125,-0.24203777313232422,0.31478404998779297","-0.17209196090698242,-0.19803845882415771,0.23231768608093262,-2.094395160675049,-0.1817018985748291,0.5605218410491943,0.291501522064209","0.004810497164726257,1.0359525680541992,0.3730050325393677","-0.004462376236915588,-0.08298397064208984,-0.11335015296936035,0.07339410483837128,0.0018312863539904356,-0.060623206198215485","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
135,/images/episode_0/run_1/step_35.jpg,"-0.12288093566894531,0.3501701354980469,0.17059326171875,0.0012683868408203125,-0.2898693084716797,-0.24177074432373047,0.33358097076416016","-0.1782360076904297,-0.18052995204925537,0.24084734916687012,-2.094395160675049,-0.19619536399841309,0.5484333038330078,0.308180570602417","0.004561085253953934,1.0318864583969116,0.3672258257865906","-0.00493265688419342,-0.08167505264282227,-0.1148831844329834,0.07172039151191711,0.0018496076809242368,-0.05979792773723602","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
136,/images/episode_0/run_1/step_36.jpg,"-0.1202249526977539,0.3521299362182617,0.16927719116210938,0.0012111663818359375,-0.31345367431640625,-0.24135112762451172,0.3540515899658203","-0.18424725532531738,-0.16292345523834229,0.24931120872497559,-2.094395160675049,-0.2118680477142334,0.5363657474517822,0.325883150100708","0.004289634525775909,1.0278828144073486,0.3613710105419159","-0.0053770095109939575,-0.08043527603149414,-0.11643052101135254,0.06984362751245499,0.0020080171525478363,-0.05909476801753044","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
137,/images/episode_0/run_1/step_37.jpg,"-0.11630535125732422,0.3540945053100586,0.16668319702148438,0.0011587142944335938,-0.3389549255371094,-0.24071216583251953,0.3762245178222656","-0.1900625228881836,-0.14521872997283936,0.2576453685760498,-2.094395160675049,-0.22881579399108887,0.5243301391601562,0.3446943759918213","0.003996368497610092,1.0239423513412476,0.35544732213020325","-0.005816295742988586,-0.07915973663330078,-0.11784255504608154,0.06760738044977188,0.00213152845390141,-0.05815131217241287","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
138,/images/episode_0/run_1/step_38.jpg,"-0.11085033416748047,0.35610198974609375,0.1624917984008789,0.0011205673217773438,-0.36636829376220703,-0.23983478546142578,0.40016651153564453","-0.19560503959655762,-0.12741363048553467,0.26576995849609375,-2.094395160675049,-0.24713420867919922,0.512338399887085,0.3647027015686035","0.0036840923130512238,1.020064353942871,0.3494557738304138","-0.006193667650222778,-0.07790565490722656,-0.11922776699066162,0.06518957018852234,0.0024178768508136272,-0.057231344282627106","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
139,/images/episode_0/run_1/step_39.jpg,"-0.10353565216064453,0.358123779296875,0.1563739776611328,0.001087188720703125,-0.3957700729370117,-0.23865222930908203,0.4259300231933594","-0.20078182220458984,-0.10950744152069092,0.2735886573791504,-2.094395160675049,-0.2669227123260498,0.5004057884216309,0.3859992027282715","0.003352053463459015,1.0162508487701416,0.3434028625488281","-0.006597563624382019,-0.07664203643798828,-0.12048125267028809,0.0624820776283741,0.0027070860378444195,-0.05619659274816513","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
140,/images/episode_0/run_1/step_40.jpg,"-0.09406566619873047,0.36014556884765625,0.14789104461669922,0.00102996826171875,-0.42693138122558594,-0.23715972900390625,0.4534149169921875","-0.20548510551452637,-0.0915001630783081,0.28098320960998535,-2.094395160675049,-0.2882692813873291,0.48854780197143555,0.40866994857788086","0.003002334386110306,1.012499213218689,0.33729106187820435","-0.006949380040168762,-0.07538318634033203,-0.12169957160949707,0.059602539986371994,0.0031650078017264605,-0.05520585551857948","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
141,/images/episode_0/run_1/step_41.jpg,"-0.08205413818359375,0.36211490631103516,0.13662338256835938,0.000972747802734375,-0.4598379135131836,-0.2353048324584961,0.48248291015625","-0.20958781242370605,-0.07339441776275635,0.2878143787384033,-2.094395160675049,-0.3112611770629883,0.47678256034851074,0.43279409408569336","0.00263378769159317,1.008807897567749,0.33112022280693054","-0.007331594824790955,-0.0741720199584961,-0.12290656566619873,0.05650120973587036,0.0036018367391079664,-0.054068371653556824","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
142,/images/episode_0/run_1/step_42.jpg,"-0.0672006607055664,0.3643226623535156,0.1221466064453125,0.007534027099609375,-0.4940509796142578,-0.23308277130126953,0.5129146575927734","-0.21294784545898438,-0.055178284645080566,0.29392170906066895,-2.0940494537353516,-0.33596372604370117,0.46512842178344727,0.45843982696533203","0.002262197434902191,1.0050618648529053,0.3250417709350586","-0.007407963275909424,-0.0751495361328125,-0.12125194072723389,0.04811891168355942,0.0036240636836737394,-0.052936915308237076","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
143,/images/episode_0/run_1/step_43.jpg,"-0.049118995666503906,0.3659343719482422,0.10399818420410156,0.03792762756347656,-0.528717041015625,-0.22964000701904297,0.5439472198486328","-0.21540379524230957,-0.03688156604766846,0.299121618270874,-2.0921530723571777,-0.3623995780944824,0.4536464214324951,0.48563718795776367","0.0019317865371704102,1.0007705688476562,0.31972983479499817","-0.00660821795463562,-0.08582592010498047,-0.1062387228012085,0.01304327417165041,0.001838139840401709,-0.05139293521642685","-0.05966774374246597,0.7604691982269287,0.02499992400407791"
